# image_path,real_answer,predicted_result
data/precipition/waterlogging/waterlogging_461.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_460.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_46.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_459.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_458.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_457.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_456.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_455.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_454.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_453.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_452.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_451.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_450.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_45.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_449.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_448.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_447.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_446.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_445.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_444.jpg,waterlogging,thunder
data/precipition/waterlogging/waterlogging_443.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_442.jpg,waterlogging,thunder
data/precipition/waterlogging/waterlogging_441.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_440.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_44.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_439.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_438.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_437.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_436.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_435.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_434.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_433.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_432.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_431.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_430.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_43.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_429.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_428.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_427.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_426.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_425.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_424.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_423.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_422.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_421.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_420.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_42.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_419.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_418.jpg,waterlogging,mudslide
data/precipition/waterlogging/waterlogging_417.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_416.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_415.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_414.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_413.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_412.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_411.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_410.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_41.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_409.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_408.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_407.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_406.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_405.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_404.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_403.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_402.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_401.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_400.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_40.jpg,waterlogging,hail
data/precipition/waterlogging/waterlogging_4.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_399.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_398.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_397.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_396.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_395.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_394.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_393.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_392.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_391.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_390.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_39.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_389.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_388.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_387.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_386.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_385.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_384.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_383.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_382.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_381.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_380.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_38.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_379.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_378.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_377.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_376.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_375.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_374.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_373.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_372.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_371.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_370.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_37.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_369.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_368.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_367.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_366.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_365.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_364.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_363.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_362.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_361.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_360.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_36.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_359.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_358.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_357.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_356.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_355.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_354.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_353.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_352.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_351.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_350.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_35.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_349.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_348.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_347.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_346.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_345.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_344.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_343.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_342.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_341.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_340.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_34.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_339.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_338.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_337.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_336.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_335.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_334.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_333.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_332.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_331.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_330.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_33.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_329.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_328.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_327.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_326.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_325.jpg,waterlogging,mudslide
data/precipition/waterlogging/waterlogging_324.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_323.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_322.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_321.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_320.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_32.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_319.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_318.jpg,waterlogging,mudslide
data/precipition/waterlogging/waterlogging_317.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_316.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_315.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_314.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_313.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_312.jpg,waterlogging,mudslide
data/precipition/waterlogging/waterlogging_311.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_310.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_31.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_309.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_308.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_307.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_306.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_305.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_304.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_303.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_302.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_301.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_300.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_30.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_3.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_299.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_298.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_297.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_296.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_295.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_294.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_293.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_292.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_291.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_290.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_29.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_289.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_288.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_287.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_286.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_285.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_284.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_283.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_282.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_281.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_280.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_28.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_279.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_278.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_277.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_276.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_275.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_274.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_273.jpg,waterlogging,hail
data/precipition/waterlogging/waterlogging_272.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_271.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_270.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_27.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_269.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_268.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_267.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_266.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_265.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_264.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_263.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_262.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_261.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_260.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_26.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_259.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_258.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_257.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_256.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_255.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_254.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_253.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_252.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_251.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_250.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_25.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_249.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_248.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_247.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_246.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_245.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_244.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_243.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_242.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_241.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_240.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_24.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_239.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_238.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_237.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_236.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_235.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_234.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_233.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_232.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_231.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_230.jpg,waterlogging,hail
data/precipition/waterlogging/waterlogging_23.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_229.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_228.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_227.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_226.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_225.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_224.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_223.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_222.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_221.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_220.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_22.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_219.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_218.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_217.jpg,waterlogging,hail
data/precipition/waterlogging/waterlogging_216.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_215.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_214.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_213.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_212.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_211.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_210.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_21.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_209.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_208.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_207.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_206.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_205.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_204.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_203.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_202.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_201.jpg,waterlogging,mudslide
data/precipition/waterlogging/waterlogging_200.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_20.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_2.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_199.jpg,waterlogging,mudslide
data/precipition/waterlogging/waterlogging_198.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_197.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_196.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_195.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_194.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_193.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_192.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_191.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_190.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_19.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_189.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_188.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_187.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_186.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_185.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_184.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_183.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_182.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_181.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_180.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_18.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_179.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_178.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_177.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_176.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_175.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_174.jpg,waterlogging,strong wind
data/precipition/waterlogging/waterlogging_173.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_172.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_171.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_170.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_17.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_169.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_168.jpg,waterlogging,hail
data/precipition/waterlogging/waterlogging_167.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_166.jpg,waterlogging,waterlogging
data/precipition/waterlogging/waterlogging_165.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_164.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_163.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_162.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_161.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_160.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_16.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_159.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_158.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_157.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_156.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_155.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_154.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_153.jpg,waterlogging,mudslide
data/precipition/waterlogging/waterlogging_152.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_151.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_150.jpg,waterlogging,flood
data/precipition/waterlogging/waterlogging_15.jpg,waterlogging,flood
